"Mod name","Registry name","Item ID","Display name","Exists"
"Minecraft","minecraft:glowstone","minecraft:glowstone","Glowstone","true"
"Minecraft","minecraft:gold_block","minecraft:gold_block","Block of Gold","true"
"Minecraft","minecraft:gold_ore","minecraft:gold_ore","Gold Ore","true"
"Minecraft","minecraft:granite","minecraft:granite","Granite","true"
"Minecraft","minecraft:granite_slab","minecraft:granite_slab","Granite Slab","true"
"Minecraft","minecraft:granite_stairs","minecraft:granite_stairs","Granite Stairs","true"
"Minecraft","minecraft:granite_wall","minecraft:granite_wall","Granite Wall","true"
"Minecraft","minecraft:grass","minecraft:grass","Grass","true"
"Minecraft","minecraft:grass_block","minecraft:grass_block","Grass Block","true"
"Minecraft","minecraft:grass_path","minecraft:grass_path","Grass Path","true"
"Minecraft","minecraft:gravel","minecraft:gravel","Gravel","true"
"Minecraft","minecraft:gray_banner","minecraft:gray_banner","Gray Banner","true"
"Minecraft","minecraft:gray_bed","minecraft:gray_bed","Gray Bed","true"
"Minecraft","minecraft:gray_carpet","minecraft:gray_carpet","Gray Carpet","true"
"Minecraft","minecraft:gray_concrete","minecraft:gray_concrete","Gray Concrete","true"
"Minecraft","minecraft:gray_concrete_powder","minecraft:gray_concrete_powder","Gray Concrete Powder","true"
"Minecraft","minecraft:gray_glazed_terracotta","minecraft:gray_glazed_terracotta","Gray Glazed Terracotta","true"
"Minecraft","minecraft:gray_shulker_box","minecraft:gray_shulker_box","Gray Shulker Box","true"
"Minecraft","minecraft:gray_stained_glass","minecraft:gray_stained_glass","Gray Stained Glass","true"
"Minecraft","minecraft:gray_stained_glass_pane","minecraft:gray_stained_glass_pane","Gray Stained Glass Pane","true"
"Minecraft","minecraft:gray_terracotta","minecraft:gray_terracotta","Gray Terracotta","true"
"Minecraft","minecraft:gray_wall_banner","minecraft:gray_banner","Gray Banner","true"
"Minecraft","minecraft:gray_wool","minecraft:gray_wool","Gray Wool","true"
"Minecraft","minecraft:green_banner","minecraft:green_banner","Green Banner","true"
"Minecraft","minecraft:green_bed","minecraft:green_bed","Green Bed","true"
"Minecraft","minecraft:green_carpet","minecraft:green_carpet","Green Carpet","true"
"Minecraft","minecraft:green_concrete","minecraft:green_concrete","Green Concrete","true"
"Minecraft","minecraft:green_concrete_powder","minecraft:green_concrete_powder","Green Concrete Powder","true"
"Minecraft","minecraft:green_glazed_terracotta","minecraft:green_glazed_terracotta","Green Glazed Terracotta","true"
"Minecraft","minecraft:green_shulker_box","minecraft:green_shulker_box","Green Shulker Box","true"
"Minecraft","minecraft:green_stained_glass","minecraft:green_stained_glass","Green Stained Glass","true"
"Minecraft","minecraft:green_stained_glass_pane","minecraft:green_stained_glass_pane","Green Stained Glass Pane","true"
"Minecraft","minecraft:green_terracotta","minecraft:green_terracotta","Green Terracotta","true"
"Minecraft","minecraft:green_wall_banner","minecraft:green_banner","Green Banner","true"
"Minecraft","minecraft:green_wool","minecraft:green_wool","Green Wool","true"
"Minecraft","minecraft:grindstone","minecraft:grindstone","Grindstone","true"
"Minecraft","minecraft:hay_block","minecraft:hay_block","Hay Bale","true"
"Minecraft","minecraft:heavy_weighted_pressure_plate","minecraft:heavy_weighted_pressure_plate","Heavy Weighted Pressure Plate","true"
"Minecraft","minecraft:honey_block","minecraft:honey_block","Honey Block","true"
"Minecraft","minecraft:honeycomb_block","minecraft:honeycomb_block","Honeycomb Block","true"
"Minecraft","minecraft:hopper","minecraft:hopper","Hopper","true"
"Minecraft","minecraft:horn_coral","minecraft:horn_coral","Horn Coral","true"
"Minecraft","minecraft:horn_coral_block","minecraft:horn_coral_block","Horn Coral Block","true"
"Minecraft","minecraft:horn_coral_fan","minecraft:horn_coral_fan","Horn Coral Fan","true"
"Minecraft","minecraft:horn_coral_wall_fan","minecraft:horn_coral_fan","Horn Coral Fan","true"
"Minecraft","minecraft:ice","minecraft:ice","Ice","true"
"Minecraft","minecraft:infested_chiseled_stone_bricks","minecraft:infested_chiseled_stone_bricks","Infested Chiseled Stone Bricks","true"
"Minecraft","minecraft:infested_cobblestone","minecraft:infested_cobblestone","Infested Cobblestone","true"
"Minecraft","minecraft:infested_cracked_stone_bricks","minecraft:infested_cracked_stone_bricks","Infested Cracked Stone Bricks","true"
"Minecraft","minecraft:infested_mossy_stone_bricks","minecraft:infested_mossy_stone_bricks","Infested Mossy Stone Bricks","true"
"Minecraft","minecraft:infested_stone","minecraft:infested_stone","Infested Stone","true"
"Minecraft","minecraft:infested_stone_bricks","minecraft:infested_stone_bricks","Infested Stone Bricks","true"
"Minecraft","minecraft:iron_bars","minecraft:iron_bars","Iron Bars","true"
"Minecraft","minecraft:iron_block","minecraft:iron_block","Block of Iron","true"
"Minecraft","minecraft:iron_door","minecraft:iron_door","Iron Door","true"
"Minecraft","minecraft:iron_ore","minecraft:iron_ore","Iron Ore","true"
"Minecraft","minecraft:iron_trapdoor","minecraft:iron_trapdoor","Iron Trapdoor","true"
"Minecraft","minecraft:jack_o_lantern","minecraft:jack_o_lantern","Jack o'Lantern","true"
"Minecraft","minecraft:jigsaw","minecraft:jigsaw","Jigsaw Block","true"
"Minecraft","minecraft:jukebox","minecraft:jukebox","Jukebox","true"
"Minecraft","minecraft:jungle_button","minecraft:jungle_button","Jungle Button","true"
"Minecraft","minecraft:jungle_door","minecraft:jungle_door","Jungle Door","true"
"Minecraft","minecraft:jungle_fence","minecraft:jungle_fence","Jungle Fence","true"
"Minecraft","minecraft:jungle_fence_gate","minecraft:jungle_fence_gate","Jungle Fence Gate","true"
"Minecraft","minecraft:jungle_leaves","minecraft:jungle_leaves","Jungle Leaves","true"
"Minecraft","minecraft:jungle_log","minecraft:jungle_log","Jungle Log","true"
"Minecraft","minecraft:jungle_planks","minecraft:jungle_planks","Jungle Planks","true"
"Minecraft","minecraft:jungle_pressure_plate","minecraft:jungle_pressure_plate","Jungle Pressure Plate","true"
"Minecraft","minecraft:jungle_sapling","minecraft:jungle_sapling","Jungle Sapling","true"
"Minecraft","minecraft:jungle_sign","minecraft:jungle_sign","Jungle Sign","true"
"Minecraft","minecraft:jungle_slab","minecraft:jungle_slab","Jungle Slab","true"
"Minecraft","minecraft:jungle_stairs","minecraft:jungle_stairs","Jungle Stairs","true"
"Minecraft","minecraft:jungle_trapdoor","minecraft:jungle_trapdoor","Jungle Trapdoor","true"
"Minecraft","minecraft:jungle_wall_sign","minecraft:jungle_sign","Jungle Sign","true"
"Minecraft","minecraft:jungle_wood","minecraft:jungle_wood","Jungle Wood","true"
"Minecraft","minecraft:kelp","minecraft:kelp","Kelp","true"
"Minecraft","minecraft:kelp_plant","","Kelp Plant","true"
"Minecraft","minecraft:ladder","minecraft:ladder","Oak Ladder","true"
"Minecraft","minecraft:lantern","minecraft:lantern","Lantern","true"
"Minecraft","minecraft:lapis_block","minecraft:lapis_block","Lapis Lazuli Block","true"
"Minecraft","minecraft:lapis_ore","minecraft:lapis_ore","Lapis Lazuli Ore","true"
"Minecraft","minecraft:large_fern","minecraft:large_fern","Large Fern","true"
"Minecraft","minecraft:lava","","Lava","true"
"Minecraft","minecraft:lectern","minecraft:lectern","Lectern","true"
"Minecraft","minecraft:lever","minecraft:lever","Lever","true"
"Minecraft","minecraft:light_blue_banner","minecraft:light_blue_banner","Light Blue Banner","true"
"Minecraft","minecraft:light_blue_bed","minecraft:light_blue_bed","Light Blue Bed","true"
"Minecraft","minecraft:light_blue_carpet","minecraft:light_blue_carpet","Light Blue Carpet","true"
"Minecraft","minecraft:light_blue_concrete","minecraft:light_blue_concrete","Light Blue Concrete","true"
"Minecraft","minecraft:light_blue_concrete_powder","minecraft:light_blue_concrete_powder","Light Blue Concrete Powder","true"
"Minecraft","minecraft:light_blue_glazed_terracotta","minecraft:light_blue_glazed_terracotta","Light Blue Glazed Terracotta","true"
"Minecraft","minecraft:light_blue_shulker_box","minecraft:light_blue_shulker_box","Light Blue Shulker Box","true"
"Minecraft","minecraft:light_blue_stained_glass","minecraft:light_blue_stained_glass","Light Blue Stained Glass","true"
"Minecraft","minecraft:light_blue_stained_glass_pane","minecraft:light_blue_stained_glass_pane","Light Blue Stained Glass Pane","true"
"Minecraft","minecraft:light_blue_terracotta","minecraft:light_blue_terracotta","Light Blue Terracotta","true"
"Minecraft","minecraft:light_blue_wall_banner","minecraft:light_blue_banner","Light Blue Banner","true"
"Minecraft","minecraft:light_blue_wool","minecraft:light_blue_wool","Light Blue Wool","true"
"Minecraft","minecraft:light_gray_banner","minecraft:light_gray_banner","Light Gray Banner","true"
"Minecraft","minecraft:light_gray_bed","minecraft:light_gray_bed","Light Gray Bed","true"
"Minecraft","minecraft:light_gray_carpet","minecraft:light_gray_carpet","Light Gray Carpet","true"
"Minecraft","minecraft:light_gray_concrete","minecraft:light_gray_concrete","Light Gray Concrete","true"
"Minecraft","minecraft:light_gray_concrete_powder","minecraft:light_gray_concrete_powder","Light Gray Concrete Powder","true"
"Minecraft","minecraft:light_gray_glazed_terracotta","minecraft:light_gray_glazed_terracotta","Light Gray Glazed Terracotta","true"
"Minecraft","minecraft:light_gray_shulker_box","minecraft:light_gray_shulker_box","Light Gray Shulker Box","true"
"Minecraft","minecraft:light_gray_stained_glass","minecraft:light_gray_stained_glass","Light Gray Stained Glass","true"
"Minecraft","minecraft:light_gray_stained_glass_pane","minecraft:light_gray_stained_glass_pane","Light Gray Stained Glass Pane","true"
"Minecraft","minecraft:light_gray_terracotta","minecraft:light_gray_terracotta","Light Gray Terracotta","true"
"Minecraft","minecraft:light_gray_wall_banner","minecraft:light_gray_banner","Light Gray Banner","true"
"Minecraft","minecraft:light_gray_wool","minecraft:light_gray_wool","Light Gray Wool","true"
"Minecraft","minecraft:light_weighted_pressure_plate","minecraft:light_weighted_pressure_plate","Light Weighted Pressure Plate","true"
"Minecraft","minecraft:lilac","minecraft:lilac","Lilac","true"
"Minecraft","minecraft:lily_of_the_valley","minecraft:lily_of_the_valley","Lily of the Valley","true"
"Minecraft","minecraft:lily_pad","minecraft:lily_pad","Lily Pad","true"
"Minecraft","minecraft:lime_banner","minecraft:lime_banner","Lime Banner","true"
"Minecraft","minecraft:lime_bed","minecraft:lime_bed","Lime Bed","true"
"Minecraft","minecraft:lime_carpet","minecraft:lime_carpet","Lime Carpet","true"
"Minecraft","minecraft:lime_concrete","minecraft:lime_concrete","Lime Concrete","true"
"Minecraft","minecraft:lime_concrete_powder","minecraft:lime_concrete_powder","Lime Concrete Powder","true"
"Minecraft","minecraft:lime_glazed_terracotta","minecraft:lime_glazed_terracotta","Lime Glazed Terracotta","true"
"Minecraft","minecraft:lime_shulker_box","minecraft:lime_shulker_box","Lime Shulker Box","true"
"Minecraft","minecraft:lime_stained_glass","minecraft:lime_stained_glass","Lime Stained Glass","true"
"Minecraft","minecraft:lime_stained_glass_pane","minecraft:lime_stained_glass_pane","Lime Stained Glass Pane","true"
"Minecraft","minecraft:lime_terracotta","minecraft:lime_terracotta","Lime Terracotta","true"
"Minecraft","minecraft:lime_wall_banner","minecraft:lime_banner","Lime Banner","true"
"Minecraft","minecraft:lime_wool","minecraft:lime_wool","Lime Wool","true"
"Minecraft","minecraft:lodestone","minecraft:lodestone","Lodestone","true"
"Minecraft","minecraft:loom","minecraft:loom","Loom","true"
"Minecraft","minecraft:magenta_banner","minecraft:magenta_banner","Magenta Banner","true"
"Minecraft","minecraft:magenta_bed","minecraft:magenta_bed","Magenta Bed","true"
"Minecraft","minecraft:magenta_carpet","minecraft:magenta_carpet","Magenta Carpet","true"
"Minecraft","minecraft:magenta_concrete","minecraft:magenta_concrete","Magenta Concrete","true"
"Minecraft","minecraft:magenta_concrete_powder","minecraft:magenta_concrete_powder","Magenta Concrete Powder","true"
"Minecraft","minecraft:magenta_glazed_terracotta","minecraft:magenta_glazed_terracotta","Magenta Glazed Terracotta","true"
"Minecraft","minecraft:magenta_shulker_box","minecraft:magenta_shulker_box","Magenta Shulker Box","true"
"Minecraft","minecraft:magenta_stained_glass","minecraft:magenta_stained_glass","Magenta Stained Glass","true"
"Minecraft","minecraft:magenta_stained_glass_pane","minecraft:magenta_stained_glass_pane","Magenta Stained Glass Pane","true"
"Minecraft","minecraft:magenta_terracotta","minecraft:magenta_terracotta","Magenta Terracotta","true"
"Minecraft","minecraft:magenta_wall_banner","minecraft:magenta_banner","Magenta Banner","true"
"Minecraft","minecraft:magenta_wool","minecraft:magenta_wool","Magenta Wool","true"
"Minecraft","minecraft:magma_block","minecraft:magma_block","Magma Block","true"
"Minecraft","minecraft:melon","minecraft:melon","Melon","true"
"Minecraft","minecraft:melon_stem","minecraft:melon_seeds","Melon Seeds","true"
"Minecraft","minecraft:mossy_cobblestone","minecraft:mossy_cobblestone","Mossy Cobblestone","true"
"Minecraft","minecraft:mossy_cobblestone_slab","minecraft:mossy_cobblestone_slab","Mossy Cobblestone Slab","true"
"Minecraft","minecraft:mossy_cobblestone_stairs","minecraft:mossy_cobblestone_stairs","Mossy Cobblestone Stairs","true"
"Minecraft","minecraft:mossy_cobblestone_wall","minecraft:mossy_cobblestone_wall","Mossy Cobblestone Wall","true"
"Minecraft","minecraft:mossy_stone_brick_slab","minecraft:mossy_stone_brick_slab","Mossy Stone Brick Slab","true"
"Minecraft","minecraft:mossy_stone_brick_stairs","minecraft:mossy_stone_brick_stairs","Mossy Stone Brick Stairs","true"
"Minecraft","minecraft:mossy_stone_brick_wall","minecraft:mossy_stone_brick_wall","Mossy Stone Brick Wall","true"
"Minecraft","minecraft:mossy_stone_bricks","minecraft:mossy_stone_bricks","Mossy Stone Bricks","true"
"Minecraft","minecraft:moving_piston","","Moving Piston","true"
"Minecraft","minecraft:mushroom_stem","minecraft:mushroom_stem","Mushroom Stem","true"
"Minecraft","minecraft:mycelium","minecraft:mycelium","Mycelium","true"
"Minecraft","minecraft:nether_brick_fence","minecraft:nether_brick_fence","Nether Brick Fence","true"
"Minecraft","minecraft:nether_brick_slab","minecraft:nether_brick_slab","Nether Brick Slab","true"
"Minecraft","minecraft:nether_brick_stairs","minecraft:nether_brick_stairs","Nether Brick Stairs","true"
"Minecraft","minecraft:nether_brick_wall","minecraft:nether_brick_wall","Nether Brick Wall","true"
"Minecraft","minecraft:nether_bricks","minecraft:nether_bricks","Nether Bricks","true"
"Minecraft","minecraft:nether_gold_ore","minecraft:nether_gold_ore","Nether Gold Ore","true"
"Minecraft","minecraft:nether_portal","","Nether Portal","true"
"Minecraft","minecraft:nether_quartz_ore","minecraft:nether_quartz_ore","Nether Quartz Ore","true"
"Minecraft","minecraft:nether_sprouts","minecraft:nether_sprouts","Nether Sprouts","true"
"Minecraft","minecraft:nether_wart","minecraft:nether_wart","Nether Wart","true"
"Minecraft","minecraft:nether_wart_block","minecraft:nether_wart_block","Nether Wart Block","true"
"Minecraft","minecraft:netherite_block","minecraft:netherite_block","Block of Netherite","true"
"Minecraft","minecraft:netherrack","minecraft:netherrack","Netherrack","true"
"Minecraft","minecraft:note_block","minecraft:note_block","Note Block","true"
"Minecraft","minecraft:oak_button","minecraft:oak_button","Oak Button","true"
"Minecraft","minecraft:oak_door","minecraft:oak_door","Oak Door","true"
"Minecraft","minecraft:oak_fence","minecraft:oak_fence","Oak Fence","true"
"Minecraft","minecraft:oak_fence_gate","minecraft:oak_fence_gate","Oak Fence Gate","true"
"Minecraft","minecraft:oak_leaves","minecraft:oak_leaves","Oak Leaves","true"
"Minecraft","minecraft:oak_log","minecraft:oak_log","Oak Log","true"
"Minecraft","minecraft:oak_planks","minecraft:oak_planks","Oak Planks","true"
"Minecraft","minecraft:oak_pressure_plate","minecraft:oak_pressure_plate","Oak Pressure Plate","true"
"Minecraft","minecraft:oak_sapling","minecraft:oak_sapling","Oak Sapling","true"
"Minecraft","minecraft:oak_sign","minecraft:oak_sign","Oak Sign","true"
"Minecraft","minecraft:oak_slab","minecraft:oak_slab","Oak Slab","true"
"Minecraft","minecraft:oak_stairs","minecraft:oak_stairs","Oak Stairs","true"
"Minecraft","minecraft:oak_trapdoor","minecraft:oak_trapdoor","Oak Trapdoor","true"
"Minecraft","minecraft:oak_wall_sign","minecraft:oak_sign","Oak Sign","true"
"Minecraft","minecraft:oak_wood","minecraft:oak_wood","Oak Wood","true"
"Minecraft","minecraft:observer","minecraft:observer","Observer","true"
"Minecraft","minecraft:obsidian","minecraft:obsidian","Obsidian","true"
"Minecraft","minecraft:orange_banner","minecraft:orange_banner","Orange Banner","true"
"Minecraft","minecraft:orange_bed","minecraft:orange_bed","Orange Bed","true"
"Minecraft","minecraft:orange_carpet","minecraft:orange_carpet","Orange Carpet","true"
"Minecraft","minecraft:orange_concrete","minecraft:orange_concrete","Orange Concrete","true"
"Minecraft","minecraft:orange_concrete_powder","minecraft:orange_concrete_powder","Orange Concrete Powder","true"
"Minecraft","minecraft:orange_glazed_terracotta","minecraft:orange_glazed_terracotta","Orange Glazed Terracotta","true"
"Minecraft","minecraft:orange_shulker_box","minecraft:orange_shulker_box","Orange Shulker Box","true"
"Minecraft","minecraft:orange_stained_glass","minecraft:orange_stained_glass","Orange Stained Glass","true"
"Minecraft","minecraft:orange_stained_glass_pane","minecraft:orange_stained_glass_pane","Orange Stained Glass Pane","true"
"Minecraft","minecraft:orange_terracotta","minecraft:orange_terracotta","Orange Terracotta","true"
"Minecraft","minecraft:orange_tulip","minecraft:orange_tulip","Orange Tulip","true"
"Minecraft","minecraft:orange_wall_banner","minecraft:orange_banner","Orange Banner","true"
"Minecraft","minecraft:orange_wool","minecraft:orange_wool","Orange Wool","true"
"Minecraft","minecraft:oxeye_daisy","minecraft:oxeye_daisy","Oxeye Daisy","true"
"Minecraft","minecraft:packed_ice","minecraft:packed_ice","Packed Ice","true"
"Minecraft","minecraft:peony","minecraft:peony","Peony","true"
"Minecraft","minecraft:petrified_oak_slab","minecraft:petrified_oak_slab","Petrified Oak Slab","true"
"Minecraft","minecraft:pink_banner","minecraft:pink_banner","Pink Banner","true"
"Minecraft","minecraft:pink_bed","minecraft:pink_bed","Pink Bed","true"
"Minecraft","minecraft:pink_carpet","minecraft:pink_carpet","Pink Carpet","true"
"Minecraft","minecraft:pink_concrete","minecraft:pink_concrete","Pink Concrete","true"
"Minecraft","minecraft:pink_concrete_powder","minecraft:pink_concrete_powder","Pink Concrete Powder","true"
"Minecraft","minecraft:pink_glazed_terracotta","minecraft:pink_glazed_terracotta","Pink Glazed Terracotta","true"
"Minecraft","minecraft:pink_shulker_box","minecraft:pink_shulker_box","Pink Shulker Box","true"
"Minecraft","minecraft:pink_stained_glass","minecraft:pink_stained_glass","Pink Stained Glass","true"
"Minecraft","minecraft:pink_stained_glass_pane","minecraft:pink_stained_glass_pane","Pink Stained Glass Pane","true"
"Minecraft","minecraft:pink_terracotta","minecraft:pink_terracotta","Pink Terracotta","true"
"Minecraft","minecraft:pink_tulip","minecraft:pink_tulip","Pink Tulip","true"
"Minecraft","minecraft:pink_wall_banner","minecraft:pink_banner","Pink Banner","true"
"Minecraft","minecraft:pink_wool","minecraft:pink_wool","Pink Wool","true"
"Minecraft","minecraft:piston","minecraft:piston","Piston","true"
"Minecraft","minecraft:piston_head","","Piston Head","true"
"Minecraft","minecraft:player_head","minecraft:player_head","Player Head","true"
"Minecraft","minecraft:player_wall_head","minecraft:player_head","Player Head","true"
"Minecraft","minecraft:podzol","minecraft:podzol","Podzol","true"
"Minecraft","minecraft:polished_andesite","minecraft:polished_andesite","Polished Andesite","true"
"Minecraft","minecraft:polished_andesite_slab","minecraft:polished_andesite_slab","Polished Andesite Slab","true"
"Minecraft","minecraft:polished_andesite_stairs","minecraft:polished_andesite_stairs","Polished Andesite Stairs","true"
"Minecraft","minecraft:polished_basalt","minecraft:polished_basalt","Polished Basalt","true"
"Minecraft","minecraft:polished_blackstone","minecraft:polished_blackstone","Polished Blackstone","true"
"Minecraft","minecraft:polished_blackstone_brick_slab","minecraft:polished_blackstone_brick_slab","Polished Blackstone Brick Slab","true"
"Minecraft","minecraft:polished_blackstone_brick_stairs","minecraft:polished_blackstone_brick_stairs","Polished Blackstone Brick Stairs","true"
"Minecraft","minecraft:polished_blackstone_brick_wall","minecraft:polished_blackstone_brick_wall","Polished Blackstone Brick Wall","true"
"Minecraft","minecraft:polished_blackstone_bricks","minecraft:polished_blackstone_bricks","Polished Blackstone Bricks","true"
"Minecraft","minecraft:polished_blackstone_button","minecraft:polished_blackstone_button","Polished Blackstone Button","true"
"Minecraft","minecraft:polished_blackstone_pressure_plate","minecraft:polished_blackstone_pressure_plate","Polished Blackstone Pressure Plate","true"
"Minecraft","minecraft:polished_blackstone_slab","minecraft:polished_blackstone_slab","Polished Blackstone Slab","true"
"Minecraft","minecraft:polished_blackstone_stairs","minecraft:polished_blackstone_stairs","Polished Blackstone Stairs","true"
"Minecraft","minecraft:polished_blackstone_wall","minecraft:polished_blackstone_wall","Polished Blackstone Wall","true"
"Minecraft","minecraft:polished_diorite","minecraft:polished_diorite","Polished Diorite","true"
"Minecraft","minecraft:polished_diorite_slab","minecraft:polished_diorite_slab","Polished Diorite Slab","true"
"Minecraft","minecraft:polished_diorite_stairs","minecraft:polished_diorite_stairs","Polished Diorite Stairs","true"
"Minecraft","minecraft:polished_granite","minecraft:polished_granite","Polished Granite","true"
"Minecraft","minecraft:polished_granite_slab","minecraft:polished_granite_slab","Polished Granite Slab","true"
"Minecraft","minecraft:polished_granite_stairs","minecraft:polished_granite_stairs","Polished Granite Stairs","true"
"Minecraft","minecraft:poppy","minecraft:poppy","Poppy","true"
"Minecraft","minecraft:potatoes","minecraft:potato","Potato","true"
"Minecraft","minecraft:potted_acacia_sapling","","Potted Acacia Sapling","true"
"Minecraft","minecraft:potted_allium","","Potted Allium","true"
"Minecraft","minecraft:potted_azure_bluet","","Potted Azure Bluet","true"
"Minecraft","minecraft:potted_bamboo","","Potted Bamboo","true"
"Minecraft","minecraft:potted_birch_sapling","","Potted Birch Sapling","true"
"Minecraft","minecraft:potted_blue_orchid","","Potted Blue Orchid","true"
"Minecraft","minecraft:potted_brown_mushroom","","Potted Brown Mushroom","true"
"Minecraft","minecraft:potted_cactus","","Potted Cactus","true"
"Minecraft","minecraft:potted_cornflower","","Potted Cornflower","true"
"Minecraft","minecraft:potted_crimson_fungus","","Potted Crimson Fungus","true"
"Minecraft","minecraft:potted_crimson_roots","","Potted Crimson Roots","true"
"Minecraft","minecraft:potted_dandelion","","Potted Dandelion","true"
"Minecraft","minecraft:potted_dark_oak_sapling","","Potted Dark Oak Sapling","true"
"Minecraft","minecraft:potted_dead_bush","","Potted Dead Bush","true"
"Minecraft","minecraft:potted_fern","","Potted Fern","true"
"Minecraft","minecraft:potted_jungle_sapling","","Potted Jungle Sapling","true"
"Minecraft","minecraft:potted_lily_of_the_valley","","Potted Lily of the Valley","true"
"Minecraft","minecraft:potted_oak_sapling","","Potted Oak Sapling","true"
"Minecraft","minecraft:potted_orange_tulip","","Potted Orange Tulip","true"
"Minecraft","minecraft:potted_oxeye_daisy","","Potted Oxeye Daisy","true"
"Minecraft","minecraft:potted_pink_tulip","","Potted Pink Tulip","true"
"Minecraft","minecraft:potted_poppy","","Potted Poppy","true"
"Minecraft","minecraft:potted_red_mushroom","","Potted Red Mushroom","true"
"Minecraft","minecraft:potted_red_tulip","","Potted Red Tulip","true"
"Minecraft","minecraft:potted_spruce_sapling","","Potted Spruce Sapling","true"
"Minecraft","minecraft:potted_warped_fungus","","Potted Warped Fungus","true"
"Minecraft","minecraft:potted_warped_roots","","Potted Warped Roots","true"
"Minecraft","minecraft:potted_white_tulip","","Potted White Tulip","true"
"Minecraft","minecraft:potted_wither_rose","","Potted Wither Rose","true"
"Minecraft","minecraft:powered_rail","minecraft:powered_rail","Powered Rail","true"
"Minecraft","minecraft:prismarine","minecraft:prismarine","Prismarine","true"
"Minecraft","minecraft:prismarine_brick_slab","minecraft:prismarine_brick_slab","Prismarine Brick Slab","true"
"Minecraft","minecraft:prismarine_brick_stairs","minecraft:prismarine_brick_stairs","Prismarine Brick Stairs","true"
"Minecraft","minecraft:prismarine_bricks","minecraft:prismarine_bricks","Prismarine Bricks","true"
"Minecraft","minecraft:prismarine_slab","minecraft:prismarine_slab","Prismarine Slab","true"
"Minecraft","minecraft:prismarine_stairs","minecraft:prismarine_stairs","Prismarine Stairs","true"
"Minecraft","minecraft:prismarine_wall","minecraft:prismarine_wall","Prismarine Wall","true"
"Minecraft","minecraft:pumpkin","minecraft:pumpkin","Pumpkin","true"
"Minecraft","minecraft:pumpkin_stem","minecraft:pumpkin_seeds","Pumpkin Seeds","true"
"Minecraft","minecraft:purple_banner","minecraft:purple_banner","Purple Banner","true"
"Minecraft","minecraft:purple_bed","minecraft:purple_bed","Purple Bed","true"
"Minecraft","minecraft:purple_carpet","minecraft:purple_carpet","Purple Carpet","true"
"Minecraft","minecraft:purple_concrete","minecraft:purple_concrete","Purple Concrete","true"
"Minecraft","minecraft:purple_concrete_powder","minecraft:purple_concrete_powder","Purple Concrete Powder","true"
"Minecraft","minecraft:purple_glazed_terracotta","minecraft:purple_glazed_terracotta","Purple Glazed Terracotta","true"
"Minecraft","minecraft:purple_shulker_box","minecraft:purple_shulker_box","Purple Shulker Box","true"
"Minecraft","minecraft:purple_stained_glass","minecraft:purple_stained_glass","Purple Stained Glass","true"
"Minecraft","minecraft:purple_stained_glass_pane","minecraft:purple_stained_glass_pane","Purple Stained Glass Pane","true"
"Minecraft","minecraft:purple_terracotta","minecraft:purple_terracotta","Purple Terracotta","true"
"Minecraft","minecraft:purple_wall_banner","minecraft:purple_banner","Purple Banner","true"
"Minecraft","minecraft:purple_wool","minecraft:purple_wool","Purple Wool","true"
"Minecraft","minecraft:purpur_block","minecraft:purpur_block","Purpur Block","true"
"Minecraft","minecraft:purpur_pillar","minecraft:purpur_pillar","Purpur Pillar","true"
"Minecraft","minecraft:purpur_slab","minecraft:purpur_slab","Purpur Slab","true"
"Minecraft","minecraft:purpur_stairs","minecraft:purpur_stairs","Purpur Stairs","true"
"Minecraft","minecraft:quartz_block","minecraft:quartz_block","Block of Quartz","true"
"Minecraft","minecraft:quartz_bricks","minecraft:quartz_bricks","Quartz Bricks","true"
"Minecraft","minecraft:quartz_pillar","minecraft:quartz_pillar","Quartz Pillar","true"
"Minecraft","minecraft:quartz_slab","minecraft:quartz_slab","Quartz Slab","true"
"Minecraft","minecraft:quartz_stairs","minecraft:quartz_stairs","Quartz Stairs","true"
"Minecraft","minecraft:rail","minecraft:rail","Rail","true"
"Minecraft","minecraft:red_banner","minecraft:red_banner","Red Banner","true"
"Minecraft","minecraft:red_bed","minecraft:red_bed","Red Bed","true"
"Minecraft","minecraft:red_carpet","minecraft:red_carpet","Red Carpet","true"
"Minecraft","minecraft:red_concrete","minecraft:red_concrete","Red Concrete","true"
"Minecraft","minecraft:red_concrete_powder","minecraft:red_concrete_powder","Red Concrete Powder","true"
"Minecraft","minecraft:red_glazed_terracotta","minecraft:red_glazed_terracotta","Red Glazed Terracotta","true"
"Minecraft","minecraft:red_mushroom","minecraft:red_mushroom","Red Mushroom","true"
"Minecraft","minecraft:red_mushroom_block","minecraft:red_mushroom_block","Red Mushroom Block","true"
"Minecraft","minecraft:red_nether_brick_slab","minecraft:red_nether_brick_slab","Red Nether Brick Slab","true"
"Minecraft","minecraft:red_nether_brick_stairs","minecraft:red_nether_brick_stairs","Red Nether Brick Stairs","true"
"Minecraft","minecraft:red_nether_brick_wall","minecraft:red_nether_brick_wall","Red Nether Brick Wall","true"
"Minecraft","minecraft:red_nether_bricks","minecraft:red_nether_bricks","Red Nether Bricks","true"
"Minecraft","minecraft:red_sand","minecraft:red_sand","Red Sand","true"
"Minecraft","minecraft:red_sandstone","minecraft:red_sandstone","Red Sandstone","true"
"Minecraft","minecraft:red_sandstone_slab","minecraft:red_sandstone_slab","Red Sandstone Slab","true"
