"ID","Tagged objects"
"chisel:sandstone","chisel:sandstone/cracked, chisel:sandstone/solid_bricks, chisel:sandstone/small_bricks, chisel:sandstone/soft_bricks, chisel:sandstone/cracked_bricks, chisel:sandstone/triple_bricks, chisel:sandstone/encased_bricks, chisel:sandstone/chaotic_bricks, chisel:sandstone/array, chisel:sandstone/tiles_medium, chisel:sandstone/tiles_large, chisel:sandstone/tiles_small, chisel:sandstone/chaotic_medium, chisel:sandstone/chaotic_small, chisel:sandstone/braid, chisel:sandstone/dent, chisel:sandstone/french_1, chisel:sandstone/french_2, chisel:sandstone/jellybean, chisel:sandstone/layers, chisel:sandstone/mosaic, chisel:sandstone/ornate, chisel:sandstone/panel, chisel:sandstone/road, chisel:sandstone/slanted, chisel:sandstone/zag, chisel:sandstone/circular, chisel:sandstone/circularct, chisel:sandstone/weaver, chisel:sandstone/pillar, chisel:sandstone/twisted, chisel:sandstone/prism, chisel:sandstone/cuts, chisel:sandstone/extra/bevel_creeper, chisel:sandstone/extra/glyphs, chisel:sandstone/extra/small"
"chisel:stone_bricks","chisel:stone_bricks/cracked, chisel:stone_bricks/solid_bricks, chisel:stone_bricks/small_bricks, chisel:stone_bricks/soft_bricks, chisel:stone_bricks/cracked_bricks, chisel:stone_bricks/triple_bricks, chisel:stone_bricks/encased_bricks, chisel:stone_bricks/chaotic_bricks, chisel:stone_bricks/array, chisel:stone_bricks/tiles_medium, chisel:stone_bricks/tiles_large, chisel:stone_bricks/tiles_small, chisel:stone_bricks/chaotic_medium, chisel:stone_bricks/chaotic_small, chisel:stone_bricks/braid, chisel:stone_bricks/dent, chisel:stone_bricks/french_1, chisel:stone_bricks/french_2, chisel:stone_bricks/jellybean, chisel:stone_bricks/layers, chisel:stone_bricks/mosaic, chisel:stone_bricks/ornate, chisel:stone_bricks/panel, chisel:stone_bricks/road, chisel:stone_bricks/slanted, chisel:stone_bricks/zag, chisel:stone_bricks/circular, chisel:stone_bricks/circularct, chisel:stone_bricks/weaver, chisel:stone_bricks/pillar, chisel:stone_bricks/twisted, chisel:stone_bricks/prism, chisel:stone_bricks/cuts, chisel:stone_bricks/extra/largeornate, chisel:stone_bricks/extra/poison, chisel:stone_bricks/extra/sunken, minecraft:chiseled_stone_bricks, minecraft:stone, minecraft:cracked_stone_bricks, minecraft:stone_bricks"
"chisel:terracotta","chisel:terracotta/cracked, chisel:terracotta/solid_bricks, chisel:terracotta/small_bricks, chisel:terracotta/soft_bricks, chisel:terracotta/cracked_bricks, chisel:terracotta/triple_bricks, chisel:terracotta/encased_bricks, chisel:terracotta/chaotic_bricks, chisel:terracotta/array, chisel:terracotta/tiles_medium, chisel:terracotta/tiles_large, chisel:terracotta/tiles_small, chisel:terracotta/chaotic_medium, chisel:terracotta/chaotic_small, chisel:terracotta/braid, chisel:terracotta/dent, chisel:terracotta/french_1, chisel:terracotta/french_2, chisel:terracotta/jellybean, chisel:terracotta/layers, chisel:terracotta/mosaic, chisel:terracotta/ornate, chisel:terracotta/panel, chisel:terracotta/road, chisel:terracotta/slanted, chisel:terracotta/zag, chisel:terracotta/circular, chisel:terracotta/circularct, chisel:terracotta/weaver, chisel:terracotta/pillar, chisel:terracotta/twisted, chisel:terracotta/prism, chisel:terracotta/cuts, minecraft:terracotta"
"chisel:tyrian","chisel:tyrian/shining, chisel:tyrian/tyrian, chisel:tyrian/chaotic, chisel:tyrian/softplate, chisel:tyrian/rust, chisel:tyrian/elaborate, chisel:tyrian/routes, chisel:tyrian/platform, chisel:tyrian/platetiles, chisel:tyrian/diagonal, chisel:tyrian/dent, chisel:tyrian/blueplating, chisel:tyrian/black, chisel:tyrian/black2, chisel:tyrian/opening, chisel:tyrian/plate"
"chisel:wool/black","chisel:wool/black/legacy, chisel:wool/black/llama, minecraft:black_wool"
"chisel:wool/blue","chisel:wool/blue/legacy, chisel:wool/blue/llama, minecraft:blue_wool"
"chisel:wool/brown","chisel:wool/brown/legacy, chisel:wool/brown/llama, minecraft:brown_wool"
"chisel:wool/cyan","chisel:wool/cyan/legacy, chisel:wool/cyan/llama, minecraft:cyan_wool"
"chisel:wool/gray","chisel:wool/gray/legacy, chisel:wool/gray/llama, minecraft:gray_wool"
"chisel:wool/green","chisel:wool/green/legacy, chisel:wool/green/llama, minecraft:green_wool"
"chisel:wool/light_blue","chisel:wool/light_blue/legacy, chisel:wool/light_blue/llama, minecraft:light_blue_wool"
"chisel:wool/light_gray","chisel:wool/light_gray/legacy, chisel:wool/light_gray/llama, minecraft:light_gray_wool"
"chisel:wool/lime","chisel:wool/lime/legacy, chisel:wool/lime/llama, minecraft:lime_wool"
"chisel:wool/magenta","chisel:wool/magenta/legacy, chisel:wool/magenta/llama, minecraft:magenta_wool"
"chisel:wool/orange","chisel:wool/orange/legacy, chisel:wool/orange/llama, minecraft:orange_wool"
"chisel:wool/pink","chisel:wool/pink/legacy, chisel:wool/pink/llama, minecraft:pink_wool"
"chisel:wool/purple","chisel:wool/purple/legacy, chisel:wool/purple/llama, minecraft:purple_wool"
"chisel:wool/red","chisel:wool/red/legacy, chisel:wool/red/llama, minecraft:red_wool"
"chisel:wool/white","chisel:wool/white/legacy, chisel:wool/white/llama, minecraft:white_wool"
"chisel:wool/yellow","chisel:wool/yellow/legacy, chisel:wool/yellow/llama, minecraft:yellow_wool"
"forge:barrels","minecraft:barrel"
"forge:barrels/wooden","minecraft:barrel"
"forge:bookshelves","quark:acacia_bookshelf, quark:birch_bookshelf, quark:dark_oak_bookshelf, quark:jungle_bookshelf, quark:spruce_bookshelf, quark:warped_bookshelf, quark:crimson_bookshelf"
"forge:chests","minecraft:ender_chest, minecraft:trapped_chest, quark:oak_trapped_chest, quark:spruce_trapped_chest, quark:birch_trapped_chest, quark:jungle_trapped_chest, quark:acacia_trapped_chest, quark:dark_oak_trapped_chest, quark:warped_trapped_chest, quark:crimson_trapped_chest, quark:nether_brick_trapped_chest, quark:purpur_trapped_chest, quark:prismarine_trapped_chest, quark:mushroom_trapped_chest, minecraft:chest, quark:oak_chest, quark:spruce_chest, quark:birch_chest, quark:jungle_chest, quark:acacia_chest, quark:dark_oak_chest, quark:warped_chest, quark:crimson_chest, quark:nether_brick_chest, quark:purpur_chest, quark:prismarine_chest, quark:mushroom_chest"
"forge:chests/ender","minecraft:ender_chest"
"forge:chests/trapped","minecraft:trapped_chest, quark:oak_trapped_chest, quark:spruce_trapped_chest, quark:birch_trapped_chest, quark:jungle_trapped_chest, quark:acacia_trapped_chest, quark:dark_oak_trapped_chest, quark:warped_trapped_chest, quark:crimson_trapped_chest, quark:nether_brick_trapped_chest, quark:purpur_trapped_chest, quark:prismarine_trapped_chest, quark:mushroom_trapped_chest"
"forge:chests/wooden","minecraft:chest, minecraft:trapped_chest, quark:oak_chest, quark:spruce_chest, quark:birch_chest, quark:jungle_chest, quark:acacia_chest, quark:dark_oak_chest, quark:warped_chest, quark:crimson_chest, quark:oak_trapped_chest, quark:spruce_trapped_chest, quark:birch_trapped_chest, quark:jungle_trapped_chest, quark:acacia_trapped_chest, quark:dark_oak_trapped_chest, quark:warped_trapped_chest, quark:crimson_trapped_chest"
"forge:cobblestone","minecraft:cobblestone, minecraft:infested_cobblestone, minecraft:mossy_cobblestone, quark:cobbedstone"
"forge:crop_blocks","minecraft:sugar_cane, minecraft:bamboo, minecraft:melon, minecraft:cactus, minecraft:pumpkin"
"forge:dirt","minecraft:dirt, minecraft:grass_block, minecraft:coarse_dirt, minecraft:podzol, minecraft:mycelium, botania:dry_grass, botania:golden_grass, botania:infused_grass, botania:mutated_grass, botania:scorched_grass, botania:vivid_grass"
"forge:end_stones","minecraft:end_stone"
"forge:enderman_place_on_blacklist",""
"forge:fence_gates","minecraft:oak_fence_gate, minecraft:spruce_fence_gate, minecraft:birch_fence_gate, minecraft:jungle_fence_gate, minecraft:acacia_fence_gate, minecraft:dark_oak_fence_gate, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, tconstruct:greenheart_fence_gate, tconstruct:skyroot_fence_gate, tconstruct:bloodshroom_fence_gate, quark:nether_brick_fence_gate"
"forge:fence_gates/wooden","minecraft:oak_fence_gate, minecraft:spruce_fence_gate, minecraft:birch_fence_gate, minecraft:jungle_fence_gate, minecraft:acacia_fence_gate, minecraft:dark_oak_fence_gate, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, tconstruct:greenheart_fence_gate, tconstruct:skyroot_fence_gate, tconstruct:bloodshroom_fence_gate"
"forge:fences","minecraft:nether_brick_fence, minecraft:oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:crimson_fence, minecraft:warped_fence, tconstruct:greenheart_fence, tconstruct:skyroot_fence, tconstruct:bloodshroom_fence"
"forge:fences/nether_brick","minecraft:nether_brick_fence"
"forge:fences/wooden","minecraft:oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:crimson_fence, minecraft:warped_fence, tconstruct:greenheart_fence, tconstruct:skyroot_fence, tconstruct:bloodshroom_fence"
"forge:glass","minecraft:glass, tconstruct:clear_glass, minecraft:white_stained_glass, minecraft:orange_stained_glass, minecraft:magenta_stained_glass, minecraft:light_blue_stained_glass, minecraft:yellow_stained_glass, minecraft:lime_stained_glass, minecraft:pink_stained_glass, minecraft:gray_stained_glass, minecraft:light_gray_stained_glass, minecraft:cyan_stained_glass, minecraft:purple_stained_glass, minecraft:blue_stained_glass, minecraft:brown_stained_glass, minecraft:green_stained_glass, minecraft:red_stained_glass, minecraft:black_stained_glass, tconstruct:white_clear_stained_glass, tconstruct:orange_clear_stained_glass, tconstruct:magenta_clear_stained_glass, tconstruct:light_blue_clear_stained_glass, tconstruct:yellow_clear_stained_glass, tconstruct:lime_clear_stained_glass, tconstruct:pink_clear_stained_glass, tconstruct:gray_clear_stained_glass, tconstruct:light_gray_clear_stained_glass, tconstruct:cyan_clear_stained_glass, tconstruct:purple_clear_stained_glass, tconstruct:blue_clear_stained_glass, tconstruct:brown_clear_stained_glass, tconstruct:green_clear_stained_glass, tconstruct:red_clear_stained_glass, tconstruct:black_clear_stained_glass, quark:dirty_glass, quark:framed_glass, quark:black_framed_glass, quark:blue_framed_glass, quark:brown_framed_glass, quark:cyan_framed_glass, quark:gray_framed_glass, quark:green_framed_glass, quark:light_blue_framed_glass, quark:light_gray_framed_glass, quark:lime_framed_glass, quark:magenta_framed_glass, quark:orange_framed_glass, quark:pink_framed_glass, quark:purple_framed_glass, quark:red_framed_glass, quark:white_framed_glass, quark:yellow_framed_glass"
"forge:glass/black","minecraft:black_stained_glass, tconstruct:black_clear_stained_glass"
"forge:glass/blue","minecraft:blue_stained_glass, tconstruct:blue_clear_stained_glass"
"forge:glass/brown","minecraft:brown_stained_glass, tconstruct:brown_clear_stained_glass"
"forge:glass/colorless","minecraft:glass, tconstruct:clear_glass"
"forge:glass/cyan","minecraft:cyan_stained_glass, tconstruct:cyan_clear_stained_glass"
"forge:glass/gray","minecraft:gray_stained_glass, tconstruct:gray_clear_stained_glass"
"forge:glass/green","minecraft:green_stained_glass, tconstruct:green_clear_stained_glass"
"forge:glass/light_blue","minecraft:light_blue_stained_glass, tconstruct:light_blue_clear_stained_glass"
"forge:glass/light_gray","minecraft:light_gray_stained_glass, tconstruct:light_gray_clear_stained_glass"
"forge:glass/lime","minecraft:lime_stained_glass, tconstruct:lime_clear_stained_glass"
"forge:glass/magenta","minecraft:magenta_stained_glass, tconstruct:magenta_clear_stained_glass"
"forge:glass/orange","minecraft:orange_stained_glass, tconstruct:orange_clear_stained_glass"
"forge:glass/pink","minecraft:pink_stained_glass, tconstruct:pink_clear_stained_glass"
"forge:glass/purple","minecraft:purple_stained_glass, tconstruct:purple_clear_stained_glass"
"forge:glass/red","minecraft:red_stained_glass, tconstruct:red_clear_stained_glass"
"forge:glass/white","minecraft:white_stained_glass, tconstruct:white_clear_stained_glass"
"forge:glass/yellow","minecraft:yellow_stained_glass, tconstruct:yellow_clear_stained_glass"
"forge:glass_panes","minecraft:glass_pane, tconstruct:clear_glass_pane, minecraft:white_stained_glass_pane, minecraft:orange_stained_glass_pane, minecraft:magenta_stained_glass_pane, minecraft:light_blue_stained_glass_pane, minecraft:yellow_stained_glass_pane, minecraft:lime_stained_glass_pane, minecraft:pink_stained_glass_pane, minecraft:gray_stained_glass_pane, minecraft:light_gray_stained_glass_pane, minecraft:cyan_stained_glass_pane, minecraft:purple_stained_glass_pane, minecraft:blue_stained_glass_pane, minecraft:brown_stained_glass_pane, minecraft:green_stained_glass_pane, minecraft:red_stained_glass_pane, minecraft:black_stained_glass_pane, tconstruct:white_clear_stained_glass_pane, tconstruct:orange_clear_stained_glass_pane, tconstruct:magenta_clear_stained_glass_pane, tconstruct:light_blue_clear_stained_glass_pane, tconstruct:yellow_clear_stained_glass_pane, tconstruct:lime_clear_stained_glass_pane, tconstruct:pink_clear_stained_glass_pane, tconstruct:gray_clear_stained_glass_pane, tconstruct:light_gray_clear_stained_glass_pane, tconstruct:cyan_clear_stained_glass_pane, tconstruct:purple_clear_stained_glass_pane, tconstruct:blue_clear_stained_glass_pane, tconstruct:brown_clear_stained_glass_pane, tconstruct:green_clear_stained_glass_pane, tconstruct:red_clear_stained_glass_pane, tconstruct:black_clear_stained_glass_pane, quark:dirty_glass_pane, quark:framed_glass_pane, quark:black_framed_glass_pane, quark:blue_framed_glass_pane, quark:brown_framed_glass_pane, quark:cyan_framed_glass_pane, quark:gray_framed_glass_pane, quark:green_framed_glass_pane, quark:light_blue_framed_glass_pane, quark:light_gray_framed_glass_pane, quark:lime_framed_glass_pane, quark:magenta_framed_glass_pane, quark:orange_framed_glass_pane, quark:pink_framed_glass_pane, quark:purple_framed_glass_pane, quark:red_framed_glass_pane, quark:white_framed_glass_pane, quark:yellow_framed_glass_pane"
"forge:glass_panes/black","minecraft:black_stained_glass_pane, tconstruct:black_clear_stained_glass_pane"
"forge:glass_panes/blue","minecraft:blue_stained_glass_pane, tconstruct:blue_clear_stained_glass_pane"
"forge:glass_panes/brown","minecraft:brown_stained_glass_pane, tconstruct:brown_clear_stained_glass_pane"
"forge:glass_panes/colorless","minecraft:glass_pane, tconstruct:clear_glass_pane"
"forge:glass_panes/cyan","minecraft:cyan_stained_glass_pane, tconstruct:cyan_clear_stained_glass_pane"
"forge:glass_panes/gray","minecraft:gray_stained_glass_pane, tconstruct:gray_clear_stained_glass_pane"
"forge:glass_panes/green","minecraft:green_stained_glass_pane, tconstruct:green_clear_stained_glass_pane"
"forge:glass_panes/light_blue","minecraft:light_blue_stained_glass_pane, tconstruct:light_blue_clear_stained_glass_pane"
"forge:glass_panes/light_gray","minecraft:light_gray_stained_glass_pane, tconstruct:light_gray_clear_stained_glass_pane"
"forge:glass_panes/lime","minecraft:lime_stained_glass_pane, tconstruct:lime_clear_stained_glass_pane"
"forge:glass_panes/magenta","minecraft:magenta_stained_glass_pane, tconstruct:magenta_clear_stained_glass_pane"
"forge:glass_panes/orange","minecraft:orange_stained_glass_pane, tconstruct:orange_clear_stained_glass_pane"
"forge:glass_panes/pink","minecraft:pink_stained_glass_pane, tconstruct:pink_clear_stained_glass_pane"
"forge:glass_panes/purple","minecraft:purple_stained_glass_pane, tconstruct:purple_clear_stained_glass_pane"
"forge:glass_panes/red","minecraft:red_stained_glass_pane, tconstruct:red_clear_stained_glass_pane"
"forge:glass_panes/white","minecraft:white_stained_glass_pane, tconstruct:white_clear_stained_glass_pane"
"forge:glass_panes/yellow","minecraft:yellow_stained_glass_pane, tconstruct:yellow_clear_stained_glass_pane"
"forge:gravel","minecraft:gravel"
"forge:mushrooms","botania:white_mushroom, botania:orange_mushroom, botania:magenta_mushroom, botania:light_blue_mushroom, botania:yellow_mushroom, botania:lime_mushroom, botania:pink_mushroom, botania:gray_mushroom, botania:light_gray_mushroom, botania:cyan_mushroom, botania:purple_mushroom, botania:blue_mushroom, botania:brown_mushroom, botania:green_mushroom, botania:red_mushroom, botania:black_mushroom, minecraft:red_mushroom, minecraft:brown_mushroom, minecraft:warped_fungus, minecraft:crimson_fungus"
"forge:netherrack","minecraft:netherrack"
"forge:obsidian","minecraft:obsidian"
"forge:ores","minecraft:coal_ore, minecraft:diamond_ore, minecraft:emerald_ore, minecraft:gold_ore, minecraft:nether_gold_ore, minecraft:iron_ore, minecraft:lapis_ore, minecraft:redstone_ore, minecraft:nether_quartz_ore, minecraft:ancient_debris, mysticalagriculture:inferium_ore, mysticalagriculture:prosperity_ore, mysticalagriculture:soulium_ore, thermal:apatite_ore, thermal:cinnabar_ore, thermal:copper_ore, tconstruct:copper_ore, thermal:lead_ore, thermal:nickel_ore, thermal:niter_ore, thermal:ruby_ore, thermal:sapphire_ore, thermal:silver_ore, thermal:sulfur_ore, thermal:tin_ore, tconstruct:cobalt_ore, quark:biotite_ore, osv:redstone_ore, osv:emerald_ore_diorite, osv:lapis_ore_andesite, osv:diamond_ore, osv:redstone_ore_andesite, osv:emerald_ore_granite, osv:coal_ore_diorite, osv:emerald_ore_andesite, osv:diamond_ore_granite, osv:coal_ore_andesite, osv:redstone_ore_granite, osv:gold_ore_andesite, osv:lapis_ore_granite, osv:emerald_ore, osv:lapis_ore, osv:iron_ore_granite, osv:gold_ore_granite, osv:iron_ore, osv:coal_ore, osv:gold_ore_diorite, osv:gold_ore, osv:diamond_ore_diorite, osv:iron_ore_diorite, osv:redstone_ore_diorite, osv:coal_ore_granite, osv:lapis_ore_diorite, osv:diamond_ore_andesite, osv:iron_ore_andesite, osv:emerald_ore_green_concrete"
"forge:ores/apatite","thermal:apatite_ore"
"forge:ores/biotite","quark:biotite_ore"
"forge:ores/cinnabar","thermal:cinnabar_ore"
"forge:ores/coal","minecraft:coal_ore, osv:coal_ore_diorite, osv:coal_ore_andesite, osv:coal_ore, osv:coal_ore_granite"
"forge:ores/cobalt","tconstruct:cobalt_ore"
"forge:ores/copper","thermal:copper_ore, tconstruct:copper_ore"
"forge:ores/diamond","minecraft:diamond_ore, osv:diamond_ore, osv:diamond_ore_granite, osv:diamond_ore_diorite, osv:diamond_ore_andesite"
"forge:ores/emerald","minecraft:emerald_ore, osv:emerald_ore_diorite, osv:emerald_ore_granite, osv:emerald_ore_andesite, osv:emerald_ore, osv:emerald_ore_green_concrete"
"forge:ores/gold","minecraft:gold_ore, minecraft:nether_gold_ore, osv:gold_ore_andesite, osv:gold_ore_granite, osv:gold_ore_diorite, osv:gold_ore"
"forge:ores/inferium","mysticalagriculture:inferium_ore"
"forge:ores/iron","minecraft:iron_ore, osv:iron_ore_granite, osv:iron_ore, osv:iron_ore_diorite, osv:iron_ore_andesite"
"forge:ores/lapis","minecraft:lapis_ore, osv:lapis_ore_andesite, osv:lapis_ore_granite, osv:lapis_ore, osv:lapis_ore_diorite"
"forge:ores/lead","thermal:lead_ore"
"forge:ores/netherite_scrap","minecraft:ancient_debris"
"forge:ores/nickel","thermal:nickel_ore"
"forge:ores/niter","thermal:niter_ore"
"forge:ores/prosperity","mysticalagriculture:prosperity_ore"
"forge:ores/quartz","minecraft:nether_quartz_ore"
"forge:ores/redstone","minecraft:redstone_ore, osv:redstone_ore, osv:redstone_ore_andesite, osv:redstone_ore_granite, osv:redstone_ore_diorite"
"forge:ores/ruby","thermal:ruby_ore"
"forge:ores/sapphire","thermal:sapphire_ore"
"forge:ores/silver","thermal:silver_ore"
"forge:ores/soulium","mysticalagriculture:soulium_ore"
"forge:ores/sulfur","thermal:sulfur_ore"
"forge:ores/tin","thermal:tin_ore"
"forge:plants","minecraft:lily_pad, minecraft:kelp, minecraft:seagrass, minecraft:grass, minecraft:tall_grass, minecraft:fern, minecraft:dead_bush, minecraft:large_fern"
"forge:sand","minecraft:sand, minecraft:red_sand"
"forge:sand/colorless","minecraft:sand"
"forge:sand/red","minecraft:red_sand"
"forge:sandstone","minecraft:sandstone, minecraft:cut_sandstone, minecraft:chiseled_sandstone, minecraft:smooth_sandstone, minecraft:red_sandstone, minecraft:cut_red_sandstone, minecraft:chiseled_red_sandstone, minecraft:smooth_red_sandstone"
"forge:stained_glass","minecraft:white_stained_glass, minecraft:orange_stained_glass, minecraft:magenta_stained_glass, minecraft:light_blue_stained_glass, minecraft:yellow_stained_glass, minecraft:lime_stained_glass, minecraft:pink_stained_glass, minecraft:gray_stained_glass, minecraft:light_gray_stained_glass, minecraft:cyan_stained_glass, minecraft:purple_stained_glass, minecraft:blue_stained_glass, minecraft:brown_stained_glass, minecraft:green_stained_glass, minecraft:red_stained_glass, minecraft:black_stained_glass, tconstruct:white_clear_stained_glass, tconstruct:orange_clear_stained_glass, tconstruct:magenta_clear_stained_glass, tconstruct:light_blue_clear_stained_glass, tconstruct:yellow_clear_stained_glass, tconstruct:lime_clear_stained_glass, tconstruct:pink_clear_stained_glass, tconstruct:gray_clear_stained_glass, tconstruct:light_gray_clear_stained_glass, tconstruct:cyan_clear_stained_glass, tconstruct:purple_clear_stained_glass, tconstruct:blue_clear_stained_glass, tconstruct:brown_clear_stained_glass, tconstruct:green_clear_stained_glass, tconstruct:red_clear_stained_glass, tconstruct:black_clear_stained_glass"
"forge:stained_glass_panes","minecraft:white_stained_glass_pane, minecraft:orange_stained_glass_pane, minecraft:magenta_stained_glass_pane, minecraft:light_blue_stained_glass_pane, minecraft:yellow_stained_glass_pane, minecraft:lime_stained_glass_pane, minecraft:pink_stained_glass_pane, minecraft:gray_stained_glass_pane, minecraft:light_gray_stained_glass_pane, minecraft:cyan_stained_glass_pane, minecraft:purple_stained_glass_pane, minecraft:blue_stained_glass_pane, minecraft:brown_stained_glass_pane, minecraft:green_stained_glass_pane, minecraft:red_stained_glass_pane, minecraft:black_stained_glass_pane, tconstruct:white_clear_stained_glass_pane, tconstruct:orange_clear_stained_glass_pane, tconstruct:magenta_clear_stained_glass_pane, tconstruct:light_blue_clear_stained_glass_pane, tconstruct:yellow_clear_stained_glass_pane, tconstruct:lime_clear_stained_glass_pane, tconstruct:pink_clear_stained_glass_pane, tconstruct:gray_clear_stained_glass_pane, tconstruct:light_gray_clear_stained_glass_pane, tconstruct:cyan_clear_stained_glass_pane, tconstruct:purple_clear_stained_glass_pane, tconstruct:blue_clear_stained_glass_pane, tconstruct:brown_clear_stained_glass_pane, tconstruct:green_clear_stained_glass_pane, tconstruct:red_clear_stained_glass_pane, tconstruct:black_clear_stained_glass_pane"
"forge:stone","minecraft:andesite, minecraft:diorite, minecraft:granite, minecraft:infested_stone, minecraft:stone, minecraft:polished_andesite, minecraft:polished_diorite, minecraft:polished_granite, quark:basalt, quark:brimstone, quark:jasper, quark:limestone, quark:marble, quark:permafrost, quark:slate, quark:myalite, quark:polished_basalt, quark:polished_jasper, quark:polished_limestone, quark:polished_marble, quark:polished_slate, quark:polished_myalite"
"forge:storage_blocks","spareparts:corinthian/corinthian_block, minecraft:coal_block, minecraft:diamond_block, minecraft:emerald_block, minecraft:gold_block, minecraft:iron_block, minecraft:lapis_block, minecraft:quartz_block, botania:dark_quartz, botania:mana_quartz, botania:blaze_quartz, botania:lavender_quartz, botania:red_quartz, botania:elf_quartz, botania:sunny_quartz, minecraft:redstone_block, minecraft:netherite_block, thermal:apatite_block, thermal:bamboo_block, thermal:bitumen_block, thermal:bronze_block, thermal:charcoal_block, quark:charcoal_block, thermal:cinnabar_block, thermal:coal_coke_block, thermal:constantan_block, thermal:copper_block, tconstruct:copper_block, thermal:electrum_block, thermal:enderium_block, thermal:gunpowder_block, thermal:invar_block, thermal:lead_block, thermal:lumium_block, thermal:nickel_block, thermal:niter_block, thermal:ruby_block, thermal:sapphire_block, thermal:signalum_block, thermal:silver_block, thermal:slag_block, thermal:sugar_cane_block, thermal:sulfur_block, thermal:tar_block, thermal:tin_block, tconstruct:cobalt_block, tconstruct:slimesteel_block, tconstruct:tinkers_bronze_block, tconstruct:rose_gold_block, tconstruct:pig_iron_block, tconstruct:queens_slime_block, tconstruct:manyullyn_block, tconstruct:hepatizon_block, tconstruct:soulsteel_block, tconstruct:knightslime_block, botania:elementium_block, botania:manasteel_block, botania:terrasteel_block, quark:biotite_block"
"forge:storage_blocks/apatite","thermal:apatite_block"
"forge:storage_blocks/bamboo","thermal:bamboo_block"
"forge:storage_blocks/biotite","quark:biotite_block"
"forge:storage_blocks/bitumen","thermal:bitumen_block"
"forge:storage_blocks/bronze","thermal:bronze_block"
"forge:storage_blocks/charcoal","thermal:charcoal_block, quark:charcoal_block"
"forge:storage_blocks/cinnabar","thermal:cinnabar_block"
"forge:storage_blocks/coal","minecraft:coal_block"
"forge:storage_blocks/coal_coke","thermal:coal_coke_block"
"forge:storage_blocks/cobalt","tconstruct:cobalt_block"
"forge:storage_blocks/constantan","thermal:constantan_block"
"forge:storage_blocks/copper","thermal:copper_block, tconstruct:copper_block"
"forge:storage_blocks/corinthian","spareparts:corinthian/corinthian_block"
"forge:storage_blocks/diamond","minecraft:diamond_block"
"forge:storage_blocks/electrum","thermal:electrum_block"
"forge:storage_blocks/elementium","botania:elementium_block"
"forge:storage_blocks/emerald","minecraft:emerald_block"
"forge:storage_blocks/enderium","thermal:enderium_block"
"forge:storage_blocks/gold","minecraft:gold_block"
"forge:storage_blocks/gunpowder","thermal:gunpowder_block"
"forge:storage_blocks/hepatizon","tconstruct:hepatizon_block"
"forge:storage_blocks/invar","thermal:invar_block"
"forge:storage_blocks/iron","minecraft:iron_block"
"forge:storage_blocks/knightslime","tconstruct:knightslime_block"
"forge:storage_blocks/lapis","minecraft:lapis_block"
"forge:storage_blocks/lead","thermal:lead_block"
"forge:storage_blocks/lumium","thermal:lumium_block"
"forge:storage_blocks/manasteel","botania:manasteel_block"
"forge:storage_blocks/manyullyn","tconstruct:manyullyn_block"
"forge:storage_blocks/netherite","minecraft:netherite_block"
"forge:storage_blocks/nickel","thermal:nickel_block"
"forge:storage_blocks/niter","thermal:niter_block"
"forge:storage_blocks/pig_iron","tconstruct:pig_iron_block"
"forge:storage_blocks/quartz","minecraft:quartz_block, botania:dark_quartz, botania:mana_quartz, botania:blaze_quartz, botania:lavender_quartz, botania:red_quartz, botania:elf_quartz, botania:sunny_quartz"
"forge:storage_blocks/queens_slime","tconstruct:queens_slime_block"
"forge:storage_blocks/redstone","minecraft:redstone_block"
"forge:storage_blocks/rose_gold","tconstruct:rose_gold_block"
"forge:storage_blocks/ruby","thermal:ruby_block"
"forge:storage_blocks/sapphire","thermal:sapphire_block"
"forge:storage_blocks/signalum","thermal:signalum_block"
"forge:storage_blocks/silicon_bronze","tconstruct:tinkers_bronze_block"
"forge:storage_blocks/silver","thermal:silver_block"
"forge:storage_blocks/slag","thermal:slag_block"
"forge:storage_blocks/slimesteel","tconstruct:slimesteel_block"
"forge:storage_blocks/soulsteel","tconstruct:soulsteel_block"
"forge:storage_blocks/sugar_cane","thermal:sugar_cane_block"
"forge:storage_blocks/sulfur","thermal:sulfur_block"
"forge:storage_blocks/tar","thermal:tar_block"
"forge:storage_blocks/terrasteel","botania:terrasteel_block"
"forge:storage_blocks/tin","thermal:tin_block"
"forge:vines","minecraft:vine, minecraft:weeping_vines, minecraft:weeping_vines_plant, minecraft:twisting_vines_plant, minecraft:twisting_vines"
"forge:workbenches","minecraft:crafting_table, tconstruct:crafting_station, cyclic:workbench"
